periodid,category,group,measure,value,ct_cust,date,value_jan2020,percent_change,name,liquidity
202101,Checking account balance,Unemployed,mean,7623.009212153558,3094,2021-01-01,5537.005801149097,0.376738527268935,Checking account balance,High Prepandemic Liquidity
202101,Checking account balance,Unemployed,median,5123.332172452606,3094,2021-01-01,3146.4020260057205,0.6283145415325546,Checking account balance,High Prepandemic Liquidity
202101,Income,Employed,mean,6019.506368413348,77283,2021-01-01,5638.715585548314,0.06753147540212479,Income,High Prepandemic Liquidity
202101,Income,Employed,median,4938.991422255476,77283,2021-01-01,4517.823198744961,0.09322370641407907,Income,High Prepandemic Liquidity
202101,Income,Unemployed,mean,5923.710237987691,3094,2021-01-01,5535.573607437212,0.07011678609584471,Income,High Prepandemic Liquidity
202101,Income,Unemployed,median,4727.019562900584,3094,2021-01-01,4418.926637643963,0.069721212982365,Income,High Prepandemic Liquidity
202101,Spending (card and cash),Employed,mean,2095.545334813856,77283,2021-01-01,2077.1082330490813,0.00887633175364666,Spending (card and cash),High Prepandemic Liquidity
202101,Spending (card and cash),Employed,median,1716.35343671391,77283,2021-01-01,1707.6030978040394,0.005124340030258523,Spending (card and cash),High Prepandemic Liquidity
202101,Spending (card and cash),Unemployed,mean,2035.4572051202115,3094,2021-01-01,2112.494391944918,-0.036467404182682905,Spending (card and cash),High Prepandemic Liquidity
202101,Spending (card and cash),Unemployed,median,1619.3341466498518,3094,2021-01-01,1735.6688599118752,-0.0670258687869355,Spending (card and cash),High Prepandemic Liquidity
202101,Spending (total),Employed,mean,4180.975616655472,77283,2021-01-01,4031.1357955514472,0.037170621061533016,Spending (total),High Prepandemic Liquidity
202101,Spending (total),Employed,median,3396.609602302373,77283,2021-01-01,3245.2620792526527,0.04663645627183799,Spending (total),High Prepandemic Liquidity
202101,Spending (total),Unemployed,mean,4043.60830069622,3094,2021-01-01,4071.806458017828,-0.006925220442657087,Spending (total),High Prepandemic Liquidity
202101,Spending (total),Unemployed,median,3278.498859035448,3094,2021-01-01,3286.9501779212305,-0.002571173406445637,Spending (total),High Prepandemic Liquidity
202102,Checking account balance,Employed,mean,7409.091453610161,77281,2021-02-01,5988.703763237119,0.23717781785974812,Checking account balance,High Prepandemic Liquidity
202102,Checking account balance,Employed,median,5057.010509685133,77281,2021-02-01,3554.72696698056,0.4226157329829008,Checking account balance,High Prepandemic Liquidity
202102,Checking account balance,Unemployed,mean,7735.052532356586,3094,2021-02-01,5537.005801149097,0.39697388988671944,Checking account balance,High Prepandemic Liquidity
202102,Checking account balance,Unemployed,median,5413.54780539977,3094,2021-02-01,3146.4020260057205,0.7205518432341387,Checking account balance,High Prepandemic Liquidity
202102,Income,Employed,mean,5562.94794815478,77281,2021-02-01,5638.715585548314,-0.013437038319102812,Income,High Prepandemic Liquidity
202102,Income,Employed,median,4421.135460202874,77281,2021-02-01,4517.823198744961,-0.021401399366169582,Income,High Prepandemic Liquidity
202102,Income,Unemployed,mean,5221.355350587442,3094,2021-02-01,5535.573607437212,-0.056763450210039146,Income,High Prepandemic Liquidity
202102,Income,Unemployed,median,4045.877731836892,3094,2021-02-01,4418.926637643963,-0.08442070584045025,Income,High Prepandemic Liquidity
202102,Spending (card and cash),Employed,mean,1940.4055849176364,77281,2021-02-01,2077.1082330490813,-0.06581392628287497,Spending (card and cash),High Prepandemic Liquidity
202102,Spending (card and cash),Employed,median,1558.6297651147936,77281,2021-02-01,1707.6030978040394,-0.08724119374158079,Spending (card and cash),High Prepandemic Liquidity
202102,Spending (card and cash),Unemployed,mean,1902.1078978567273,3094,2021-02-01,2112.494391944918,-0.09959150419068963,Spending (card and cash),High Prepandemic Liquidity
202102,Spending (card and cash),Unemployed,median,1479.3793493590508,3094,2021-02-01,1735.6688599118752,-0.1476603725930976,Spending (card and cash),High Prepandemic Liquidity
202102,Spending (total),Employed,mean,3849.1369005003116,77281,2021-02-01,4031.1357955514472,-0.04514829176729307,Spending (total),High Prepandemic Liquidity
202102,Spending (total),Employed,median,3089.8087278689136,77281,2021-02-01,3245.2620792526527,-0.0479016324683208,Spending (total),High Prepandemic Liquidity
202102,Spending (total),Unemployed,mean,3726.55477571544,3094,2021-02-01,4071.806458017828,-0.08479078901762382,Spending (total),High Prepandemic Liquidity
202102,Spending (total),Unemployed,median,3010.626302068966,3094,2021-02-01,3286.9501779212305,-0.08406694987601548,Spending (total),High Prepandemic Liquidity
202103,Checking account balance,Employed,mean,7891.496757378772,77281,2021-03-01,5988.703763237119,0.31773035858316034,Checking account balance,High Prepandemic Liquidity
202103,Checking account balance,Employed,median,5766.324999348701,77281,2021-03-01,3554.72696698056,0.6221569343894522,Checking account balance,High Prepandemic Liquidity
202103,Checking account balance,Unemployed,mean,8459.42080596653,3094,2021-03-01,5537.005801149097,0.5277969916901555,Checking account balance,High Prepandemic Liquidity
202103,Checking account balance,Unemployed,median,6483.8081445129865,3094,2021-03-01,3146.4020260057205,1.0607055585786096,Checking account balance,High Prepandemic Liquidity
202103,Income,Employed,mean,7509.421740782162,77281,2021-03-01,5638.715585548314,0.33176104147340824,Income,High Prepandemic Liquidity
202103,Income,Employed,median,6422.0838151380085,77281,2021-03-01,4517.823198744961,0.42149958788162545,Income,High Prepandemic Liquidity
202103,Income,Unemployed,mean,7772.877306252172,3094,2021-03-01,5535.573607437212,0.4041683585977567,Income,High Prepandemic Liquidity
202103,Income,Unemployed,median,6783.0495029975555,3094,2021-03-01,4418.926637643963,0.5349993469486678,Income,High Prepandemic Liquidity
202103,Spending (card and cash),Employed,mean,2390.0876157923935,77281,2021-03-01,2077.1082330490813,0.1506803438373916,Spending (card and cash),High Prepandemic Liquidity
202103,Spending (card and cash),Employed,median,1979.1795745378188,77281,2021-03-01,1707.6030978040394,0.15903957839091776,Spending (card and cash),High Prepandemic Liquidity
202103,Spending (card and cash),Unemployed,mean,2471.7089418599785,3094,2021-03-01,2112.494391944918,0.17004284190517605,Spending (card and cash),High Prepandemic Liquidity
202103,Spending (card and cash),Unemployed,median,2002.3200736504948,3094,2021-03-01,1735.6688599118752,0.15363023437094925,Spending (card and cash),High Prepandemic Liquidity
202103,Spending (total),Employed,mean,4670.987833039587,77281,2021-03-01,4031.1357955514472,0.15872748275913873,Spending (total),High Prepandemic Liquidity
202103,Spending (total),Employed,median,3898.090165240292,77281,2021-03-01,3245.2620792526527,0.20116344074681902,Spending (total),High Prepandemic Liquidity
202103,Spending (total),Unemployed,mean,4698.899132442339,3094,2021-03-01,4071.806458017828,0.15400846795890732,Spending (total),High Prepandemic Liquidity
202103,Spending (total),Unemployed,median,3995.735384963093,3094,2021-03-01,3286.9501779212305,0.2156361273142633,Spending (total),High Prepandemic Liquidity
202104,Checking account balance,Employed,mean,8046.688416174241,77281,2021-04-01,5988.703763237119,0.34364442361809244,Checking account balance,High Prepandemic Liquidity
202104,Checking account balance,Employed,median,5917.721967020666,77281,2021-04-01,3554.72696698056,0.6647472568187902,Checking account balance,High Prepandemic Liquidity
202104,Checking account balance,Unemployed,mean,8350.740231860917,3094,2021-04-01,5537.005801149097,0.5081689511916141,Checking account balance,High Prepandemic Liquidity
202104,Checking account balance,Unemployed,median,6314.959478384827,3094,2021-04-01,3146.4020260057205,1.0070415116028615,Checking account balance,High Prepandemic Liquidity
202104,Income,Employed,mean,6452.8533268257515,77281,2021-04-01,5638.715585548314,0.14438354425323796,Income,High Prepandemic Liquidity
202104,Income,Employed,median,5310.900969123838,77281,2021-04-01,4517.823198744961,0.17554422461666763,Income,High Prepandemic Liquidity
202104,Income,Unemployed,mean,6057.379815279263,3094,2021-04-01,5535.573607437212,0.09426416209893573,Income,High Prepandemic Liquidity
202104,Income,Unemployed,median,4850.385439720349,3094,2021-04-01,4418.926637643963,0.09763882441515848,Income,High Prepandemic Liquidity
202104,Spending (card and cash),Employed,mean,2289.7428023253187,77281,2021-04-01,2077.1082330490813,0.10237048117810477,Spending (card and cash),High Prepandemic Liquidity
202104,Spending (card and cash),Employed,median,1891.4606136321688,77281,2021-04-01,1707.6030978040394,0.10766993575062522,Spending (card and cash),High Prepandemic Liquidity
202104,Spending (card and cash),Unemployed,mean,2327.1568221386024,3094,2021-04-01,2112.494391944918,0.101615621330029,Spending (card and cash),High Prepandemic Liquidity
202104,Spending (card and cash),Unemployed,median,1882.432239328851,3094,2021-04-01,1735.6688599118752,0.08455724637729989,Spending (card and cash),High Prepandemic Liquidity
202104,Spending (total),Employed,mean,4475.073357534636,77281,2021-04-01,4031.1357955514472,0.11012716626244523,Spending (total),High Prepandemic Liquidity
202104,Spending (total),Employed,median,3683.329141401388,77281,2021-04-01,3245.2620792526527,0.13498665175590907,Spending (total),High Prepandemic Liquidity
202104,Spending (total),Unemployed,mean,4513.922055013248,3094,2021-04-01,4071.806458017828,0.10857971800816957,Spending (total),High Prepandemic Liquidity
202104,Spending (total),Unemployed,median,3740.4650968660044,3094,2021-04-01,3286.9501779212305,0.1379743818421948,Spending (total),High Prepandemic Liquidity
202105,Checking account balance,Employed,mean,7849.101699679967,77281,2021-05-01,5988.703763237119,0.3106511876348401,Checking account balance,High Prepandemic Liquidity
202105,Checking account balance,Employed,median,5588.3643532381575,77281,2021-05-01,3554.72696698056,0.5720938359395293,Checking account balance,High Prepandemic Liquidity
202105,Checking account balance,Unemployed,mean,8261.972902923495,3094,2021-05-01,5537.005801149097,0.492137303018336,Checking account balance,High Prepandemic Liquidity
202105,Checking account balance,Unemployed,median,6166.80522298456,3094,2021-05-01,3146.4020260057205,0.9599546313581442,Checking account balance,High Prepandemic Liquidity
202105,Income,Employed,mean,5786.492592550421,77281,2021-05-01,5638.715585548314,0.026207565315202297,Income,High Prepandemic Liquidity
202105,Income,Employed,median,4622.261965999677,77281,2021-05-01,4517.823198744961,0.023117054975442475,Income,High Prepandemic Liquidity
202105,Income,Unemployed,mean,5852.313096610703,3094,2021-05-01,5535.573607437212,0.057218910204344775,Income,High Prepandemic Liquidity
202105,Income,Unemployed,median,4672.558362420312,3094,2021-05-01,4418.926637643963,0.057396681496296065,Income,High Prepandemic Liquidity
202105,Spending (card and cash),Employed,mean,2393.0201563365213,77281,2021-05-01,2077.1082330490813,0.1520921819387806,Spending (card and cash),High Prepandemic Liquidity
202105,Spending (card and cash),Employed,median,2002.290808440276,77281,2021-05-01,1707.6030978040394,0.17257389086211083,Spending (card and cash),High Prepandemic Liquidity
202105,Spending (card and cash),Unemployed,mean,2404.7729989465975,3094,2021-05-01,2112.494391944918,0.13835710433890736,Spending (card and cash),High Prepandemic Liquidity
202105,Spending (card and cash),Unemployed,median,2000.802442332136,3094,2021-05-01,1735.6688599118752,0.1527558559953206,Spending (card and cash),High Prepandemic Liquidity
202105,Spending (total),Employed,mean,4594.242116281102,77281,2021-05-01,4031.1357955514472,0.1396892462295789,Spending (total),High Prepandemic Liquidity
202105,Spending (total),Employed,median,3781.9763869803705,77281,2021-05-01,3245.2620792526527,0.165383964259465,Spending (total),High Prepandemic Liquidity
202105,Spending (total),Unemployed,mean,4625.520611693997,3094,2021-05-01,4071.806458017828,0.13598734600605744,Spending (total),High Prepandemic Liquidity
202105,Spending (total),Unemployed,median,3823.641627941035,3094,2021-05-01,3286.9501779212305,0.16327945997624616,Spending (total),High Prepandemic Liquidity
202106,Checking account balance,Employed,mean,7388.384678128295,77281,2021-06-01,5988.703763237119,0.23372017889470542,Checking account balance,High Prepandemic Liquidity
202106,Checking account balance,Employed,median,4914.984999389464,77281,2021-06-01,3554.72696698056,0.3826617473139795,Checking account balance,High Prepandemic Liquidity
202106,Checking account balance,Unemployed,mean,8255.288105066898,3094,2021-06-01,5537.005801149097,0.4909300083004564,Checking account balance,High Prepandemic Liquidity
202106,Checking account balance,Unemployed,median,6004.738734999879,3094,2021-06-01,3146.4020260057205,0.9084461188905177,Checking account balance,High Prepandemic Liquidity
202106,Income,Employed,mean,5438.269870438837,77281,2021-06-01,5638.715585548314,-0.035548115890648546,Income,High Prepandemic Liquidity
202106,Income,Employed,median,4307.212641191241,77281,2021-06-01,4517.823198744961,-0.046617706866489694,Income,High Prepandemic Liquidity
202106,Income,Unemployed,mean,5953.879162598182,3094,2021-06-01,5535.573607437212,0.07556679484831785,Income,High Prepandemic Liquidity
202106,Income,Unemployed,median,4779.9312423839765,3094,2021-06-01,4418.926637643963,0.08169508895320576,Income,High Prepandemic Liquidity
202106,Spending (card and cash),Employed,mean,2326.935721874497,77281,2021-06-01,2077.1082330490813,0.12027658686744647,Spending (card and cash),High Prepandemic Liquidity
202106,Spending (card and cash),Employed,median,1933.7814205789311,77281,2021-06-01,1707.6030978040394,0.13245368497267007,Spending (card and cash),High Prepandemic Liquidity
202106,Spending (card and cash),Unemployed,mean,2360.21708251982,3094,2021-06-01,2112.494391944918,0.11726549027513888,Spending (card and cash),High Prepandemic Liquidity
202106,Spending (card and cash),Unemployed,median,1962.1794521929962,3094,2021-06-01,1735.6688599118752,0.1305033451442008,Spending (card and cash),High Prepandemic Liquidity
202106,Spending (total),Employed,mean,4428.096013961801,77281,2021-06-01,4031.1357955514472,0.09847354158806021,Spending (total),High Prepandemic Liquidity
202106,Spending (total),Employed,median,3638.360388901402,77281,2021-06-01,3245.2620792526527,0.12112991186809641,Spending (total),High Prepandemic Liquidity
202106,Spending (total),Unemployed,mean,4404.693972328984,3094,2021-06-01,4071.806458017828,0.08175425766017552,Spending (total),High Prepandemic Liquidity
202106,Spending (total),Unemployed,median,3654.681238775021,3094,2021-06-01,3286.9501779212305,0.11187606776758474,Spending (total),High Prepandemic Liquidity
202107,Checking account balance,Employed,mean,7630.1961694802985,77281,2021-07-01,5988.703763237119,0.27409811390568617,Checking account balance,High Prepandemic Liquidity
202107,Checking account balance,Employed,median,5194.396729052353,77281,2021-07-01,3554.72696698056,0.46126461393589224,Checking account balance,High Prepandemic Liquidity
202107,Checking account balance,Unemployed,mean,8284.243499836432,3094,2021-07-01,5537.005801149097,0.4961594402009113,Checking account balance,High Prepandemic Liquidity
202107,Checking account balance,Unemployed,median,6107.822829081811,3094,2021-07-01,3146.4020260057205,0.9412086499434213,Checking account balance,High Prepandemic Liquidity
202107,Income,Employed,mean,6266.0490142476665,77281,2021-07-01,5638.715585548314,0.11125466769545356,Income,High Prepandemic Liquidity
202107,Income,Employed,median,5129.163975195472,77281,2021-07-01,4517.823198744961,0.13531755218317087,Income,High Prepandemic Liquidity
202107,Income,Unemployed,mean,5887.291431778013,3094,2021-07-01,5535.573607437212,0.06353773778172833,Income,High Prepandemic Liquidity
202107,Income,Unemployed,median,4771.100733229703,3094,2021-07-01,4418.926637643963,0.07969675092264228,Income,High Prepandemic Liquidity
202107,Spending (card and cash),Employed,mean,2402.452806061799,77281,2021-07-01,2077.1082330490813,0.15663342325456475,Spending (card and cash),High Prepandemic Liquidity
202107,Spending (card and cash),Employed,median,2003.938187085697,77281,2021-07-01,1707.6030978040394,0.17353862244847273,Spending (card and cash),High Prepandemic Liquidity
202107,Spending (card and cash),Unemployed,mean,2356.9441549415574,3094,2021-07-01,2112.494391944918,0.11571617133221412,Spending (card and cash),High Prepandemic Liquidity
202107,Spending (card and cash),Unemployed,median,1920.2723403302352,3094,2021-07-01,1735.6688599118752,0.1063586981837843,Spending (card and cash),High Prepandemic Liquidity
202107,Spending (total),Employed,mean,4476.4154015553495,77281,2021-07-01,4031.1357955514472,0.11046008583865863,Spending (total),High Prepandemic Liquidity
202107,Spending (total),Employed,median,3707.7398232139553,77281,2021-07-01,3245.2620792526527,0.14250859642984715,Spending (total),High Prepandemic Liquidity
202107,Spending (total),Unemployed,mean,4338.829736456743,3094,2021-07-01,4071.806458017828,0.06557857825317748,Spending (total),High Prepandemic Liquidity
202107,Spending (total),Unemployed,median,3575.5961364363325,3094,2021-07-01,3286.9501779212305,0.08781573887367244,Spending (total),High Prepandemic Liquidity
202108,Checking account balance,Employed,mean,7258.89870274512,77280,2021-08-01,5988.703763237119,0.21209847568439644,Checking account balance,High Prepandemic Liquidity
202108,Checking account balance,Employed,median,4693.948083568639,77280,2021-08-01,3554.72696698056,0.3204806240170257,Checking account balance,High Prepandemic Liquidity
202108,Checking account balance,Unemployed,mean,8058.933554238113,3094,2021-08-01,5537.005801149097,0.45546778234648744,Checking account balance,High Prepandemic Liquidity
202108,Checking account balance,Unemployed,median,5739.3936033024675,3094,2021-08-01,3146.4020260057205,0.8241132429565861,Checking account balance,High Prepandemic Liquidity
202108,Income,Employed,mean,5469.34985000045,77280,2021-08-01,5638.715585548314,-0.0300362259770538,Income,High Prepandemic Liquidity
202108,Income,Employed,median,4350.120025893997,77280,2021-08-01,4517.823198744961,-0.037120348777161305,Income,High Prepandemic Liquidity
202108,Income,Unemployed,mean,5603.101611323083,3094,2021-08-01,5535.573607437212,0.012198917162829392,Income,High Prepandemic Liquidity
202108,Income,Unemployed,median,4344.993944997226,3094,2021-08-01,4418.926637643963,-0.0167309165119236,Income,High Prepandemic Liquidity
202108,Spending (card and cash),Employed,mean,2366.163903117355,77280,2021-08-01,2077.1082330490813,0.13916254601906597,Spending (card and cash),High Prepandemic Liquidity
202108,Spending (card and cash),Employed,median,1977.7623773826624,77280,2021-08-01,1707.6030978040394,0.15820964480917432,Spending (card and cash),High Prepandemic Liquidity
202108,Spending (card and cash),Unemployed,mean,2323.6147309168705,3094,2021-08-01,2112.494391944918,0.09993888730638467,Spending (card and cash),High Prepandemic Liquidity
202108,Spending (card and cash),Unemployed,median,1862.495629764798,3094,2021-08-01,1735.6688599118752,0.07307083325753871,Spending (card and cash),High Prepandemic Liquidity
202108,Spending (total),Employed,mean,4431.87371429027,77280,2021-08-01,4031.1357955514472,0.09941067209421628,Spending (total),High Prepandemic Liquidity
202108,Spending (total),Employed,median,3656.0802916755815,77280,2021-08-01,3245.2620792526527,0.12659014969833682,Spending (total),High Prepandemic Liquidity
202108,Spending (total),Unemployed,mean,4305.293459043883,3094,2021-08-01,4071.806458017828,0.05734236227419243,Spending (total),High Prepandemic Liquidity
202108,Spending (total),Unemployed,median,3504.538350963655,3094,2021-08-01,3286.9501779212305,0.06619758781376905,Spending (total),High Prepandemic Liquidity
202109,Checking account balance,Employed,mean,7220.151532785382,77281,2021-09-01,5988.703763237119,0.20562843283512477,Checking account balance,High Prepandemic Liquidity
202109,Checking account balance,Employed,median,4654.394741679804,77281,2021-09-01,3554.72696698056,0.30935365357562694,Checking account balance,High Prepandemic Liquidity
202109,Checking account balance,Unemployed,mean,7822.971460946319,3094,2021-09-01,5537.005801149097,0.4128523143903542,Checking account balance,High Prepandemic Liquidity
202109,Checking account balance,Unemployed,median,5449.878693951825,3094,2021-09-01,3146.4020260057205,0.7320986475686679,Checking account balance,High Prepandemic Liquidity
202109,Income,Employed,mean,5764.255651369397,77281,2021-09-01,5638.715585548314,0.022263947155418684,Income,High Prepandemic Liquidity
202109,Income,Employed,median,4649.9060459606435,77281,2021-09-01,4517.823198744961,0.02923594868705237,Income,High Prepandemic Liquidity
202109,Income,Unemployed,mean,4998.031071220133,3094,2021-09-01,5535.573607437212,-0.09710692591909076,Income,High Prepandemic Liquidity
202109,Income,Unemployed,median,3841.7247698977335,3094,2021-09-01,4418.926637643963,-0.13062037799613158,Income,High Prepandemic Liquidity
202109,Spending (card and cash),Employed,mean,2282.238265095686,77281,2021-09-01,2077.1082330490813,0.09875750756882096,Spending (card and cash),High Prepandemic Liquidity
202109,Spending (card and cash),Employed,median,1895.695010946407,77281,2021-09-01,1707.6030978040394,0.1101496673227238,Spending (card and cash),High Prepandemic Liquidity
202109,Spending (card and cash),Unemployed,mean,2171.175262924272,3094,2021-09-01,2112.494391944918,0.027778000833094785,Spending (card and cash),High Prepandemic Liquidity
202109,Spending (card and cash),Unemployed,median,1785.298634103083,3094,2021-09-01,1735.6688599118752,0.02859403388370274,Spending (card and cash),High Prepandemic Liquidity
202109,Spending (total),Employed,mean,4316.8923372711115,77281,2021-09-01,4031.1357955514472,0.0708873519058848,Spending (total),High Prepandemic Liquidity
202109,Spending (total),Employed,median,3530.9159063392367,77281,2021-09-01,3245.2620792526527,0.0880218053613615,Spending (total),High Prepandemic Liquidity
202109,Spending (total),Unemployed,mean,4050.516917564925,3094,2021-09-01,4071.806458017828,-0.005228524654206423,Spending (total),High Prepandemic Liquidity
202109,Spending (total),Unemployed,median,3313.039892114523,3094,2021-09-01,3286.9501779212305,0.007937362229747169,Spending (total),High Prepandemic Liquidity
202110,Checking account balance,Employed,mean,7513.566640223847,77279,2021-10-01,5988.703763237119,0.2546231934775951,Checking account balance,High Prepandemic Liquidity
202110,Checking account balance,Employed,median,5003.851540894968,77279,2021-10-01,3554.72696698056,0.407661288018786,Checking account balance,High Prepandemic Liquidity
202110,Checking account balance,Unemployed,mean,7761.43356940886,3094,2021-10-01,5537.005801149097,0.40173838499467096,Checking account balance,High Prepandemic Liquidity
202110,Checking account balance,Unemployed,median,5151.452686331103,3094,2021-10-01,3146.4020260057205,0.6372518971679995,Checking account balance,High Prepandemic Liquidity
202110,Income,Employed,mean,6260.958517481276,77279,2021-10-01,5638.715585548314,0.11035189175487647,Income,High Prepandemic Liquidity
202110,Income,Employed,median,5127.607230365892,77279,2021-10-01,4517.823198744961,0.13497297366358385,Income,High Prepandemic Liquidity
202110,Income,Unemployed,mean,5010.621117706643,3094,2021-10-01,5535.573607437212,-0.09483253714218132,Income,High Prepandemic Liquidity
202110,Income,Unemployed,median,3900.4381267339268,3094,2021-10-01,4418.926637643963,-0.11733358650789416,Income,High Prepandemic Liquidity
202110,Spending (card and cash),Employed,mean,2382.758416880561,77279,2021-10-01,2077.1082330490813,0.14715178485562208,Spending (card and cash),High Prepandemic Liquidity
202110,Spending (card and cash),Employed,median,2012.5882851852975,77279,2021-10-01,1707.6030978040394,0.17860425983852224,Spending (card and cash),High Prepandemic Liquidity
202110,Spending (card and cash),Unemployed,mean,2154.6664456436583,3094,2021-10-01,2112.494391944918,0.019963155338799998,Spending (card and cash),High Prepandemic Liquidity
202110,Spending (card and cash),Unemployed,median,1666.0290446329489,3094,2021-10-01,1735.6688599118752,-0.040122754338325906,Spending (card and cash),High Prepandemic Liquidity
202110,Spending (total),Employed,mean,4434.0336903576335,77279,2021-10-01,4031.1357955514472,0.099946495290683,Spending (total),High Prepandemic Liquidity
202110,Spending (total),Employed,median,3673.6530413002965,77279,2021-10-01,3245.2620792526527,0.13200504353297027,Spending (total),High Prepandemic Liquidity
202110,Spending (total),Unemployed,mean,4076.1827975451033,3094,2021-10-01,4071.806458017828,0.0010747906543195906,Spending (total),High Prepandemic Liquidity
202110,Spending (total),Unemployed,median,3255.2455351888416,3094,2021-10-01,3286.9501779212305,-0.009645610981679043,Spending (total),High Prepandemic Liquidity
202111,Checking account balance,Employed,mean,7252.34755912036,77279,2021-11-01,5988.703763237119,0.21100455888975111,Checking account balance,High Prepandemic Liquidity
202111,Checking account balance,Employed,median,4645.879141716159,77279,2021-11-01,3554.72696698056,0.30695808282075765,Checking account balance,High Prepandemic Liquidity
202111,Checking account balance,Unemployed,mean,7381.538934991327,3094,2021-11-01,5537.005801149097,0.33312826464068945,Checking account balance,High Prepandemic Liquidity
202111,Checking account balance,Unemployed,median,4567.031758498071,3094,2021-11-01,3146.4020260057205,0.451509286083128,Checking account balance,High Prepandemic Liquidity
202111,Income,Employed,mean,5617.21476119678,77279,2021-11-01,5638.715585548314,-0.0038130712615900286,Income,High Prepandemic Liquidity
202111,Income,Employed,median,4462.645236916835,77279,2021-11-01,4517.823198744961,-0.012213395567018726,Income,High Prepandemic Liquidity
202111,Income,Unemployed,mean,4716.6681403994835,3094,2021-11-01,5535.573607437212,-0.1479350696262992,Income,High Prepandemic Liquidity
202111,Income,Unemployed,median,3605.6131865722414,3094,2021-11-01,4418.926637643963,-0.18405226376542771,Income,High Prepandemic Liquidity
202111,Spending (card and cash),Employed,mean,2367.3080881714545,77279,2021-11-01,2077.1082330490813,0.13971340082571237,Spending (card and cash),High Prepandemic Liquidity
202111,Spending (card and cash),Employed,median,1970.7129526560634,77279,2021-11-01,1707.6030978040394,0.15408138764235124,Spending (card and cash),High Prepandemic Liquidity
202111,Spending (card and cash),Unemployed,mean,2158.4455250166457,3094,2021-11-01,2112.494391944918,0.021752073400498784,Spending (card and cash),High Prepandemic Liquidity
202111,Spending (card and cash),Unemployed,median,1660.660059560025,3094,2021-11-01,1735.6688599118752,-0.0432160777232925,Spending (card and cash),High Prepandemic Liquidity
202111,Spending (total),Employed,mean,4449.538737089925,77279,2021-11-01,4031.1357955514472,0.1037928173990581,Spending (total),High Prepandemic Liquidity
202111,Spending (total),Employed,median,3656.721397563541,77279,2021-11-01,3245.2620792526527,0.12678770104312886,Spending (total),High Prepandemic Liquidity
202111,Spending (total),Unemployed,mean,4058.9574960580935,3094,2021-11-01,4071.806458017828,-0.0031555925096669046,Spending (total),High Prepandemic Liquidity
202111,Spending (total),Unemployed,median,3246.6820183016935,3094,2021-11-01,3286.9501779212305,-0.012250918766588681,Spending (total),High Prepandemic Liquidity
202112,Checking account balance,Employed,mean,7566.1091749667,77279,2021-12-01,5988.703763237119,0.26339680072552696,Checking account balance,High Prepandemic Liquidity
202112,Checking account balance,Employed,median,5051.020552669319,77279,2021-12-01,3554.72696698056,0.42093066488302866,Checking account balance,High Prepandemic Liquidity
202112,Checking account balance,Unemployed,mean,7477.696506667162,3094,2021-12-01,5537.005801149097,0.3504946130118398,Checking account balance,High Prepandemic Liquidity
202112,Checking account balance,Unemployed,median,4705.58206098961,3094,2021-12-01,3146.4020260057205,0.4955438059399009,Checking account balance,High Prepandemic Liquidity
202112,Income,Employed,mean,6713.346718040631,77279,2021-12-01,5638.715585548314,0.19058083639588608,Income,High Prepandemic Liquidity
202112,Income,Employed,median,5510.110873965538,77279,2021-12-01,4517.823198744961,0.219638447891505,Income,High Prepandemic Liquidity
202112,Income,Unemployed,mean,5502.695625017113,3094,2021-12-01,5535.573607437212,-0.005939399374244703,Income,High Prepandemic Liquidity
202112,Income,Unemployed,median,4366.387995219741,3094,2021-12-01,4418.926637643963,-0.011889457945885584,Income,High Prepandemic Liquidity
202112,Spending (card and cash),Employed,mean,2543.7690915316957,77279,2021-12-01,2077.1082330490813,0.22466853246139307,Spending (card and cash),High Prepandemic Liquidity
202112,Spending (card and cash),Employed,median,2171.6167361699418,77279,2021-12-01,1707.6030978040394,0.27173389352749444,Spending (card and cash),High Prepandemic Liquidity
202112,Spending (card and cash),Unemployed,mean,2229.3500851042627,3094,2021-12-01,2112.494391944918,0.055316451302745984,Spending (card and cash),High Prepandemic Liquidity
202112,Spending (card and cash),Unemployed,median,1740.009253862774,3094,2021-12-01,1735.6688599118752,0.002500703936763049,Spending (card and cash),High Prepandemic Liquidity
202112,Spending (total),Employed,mean,4740.056390801553,77279,2021-12-01,4031.1357955514472,0.17586125380157958,Spending (total),High Prepandemic Liquidity
202112,Spending (total),Employed,median,3988.8335333800255,77279,2021-12-01,3245.2620792526527,0.2291252404177504,Spending (total),High Prepandemic Liquidity
202112,Spending (total),Unemployed,mean,4185.684621920046,3094,2021-12-01,4071.806458017828,0.027967479563764552,Spending (total),High Prepandemic Liquidity
202112,Spending (total),Unemployed,median,3383.4118666924496,3094,2021-12-01,3286.9501779212305,0.02934686671527964,Spending (total),High Prepandemic Liquidity
