st,rptdate,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40
TN,10/31/2020,11820,855,1294,398170,254189,39537352,2,2,25760,2050,0,184,0,36,0,30,0,2,0,0,0,47,504,65704,1001900,51,516,74396,0,0,0,0,0,0,0,0,0,0,0,0
TN,11/30/2020,7197,578,959,324575,243038,38272797,2910,287,16017,1155,0,506,0,82,0,619,0,205,0,41,0,45,435,50842,806171,109,715,107564,0,0,0,0,0,0,0,0,0,0,0,0
TN,12/31/2020,5867,742,909,261865,204035,32203278,2125,307,15919,1179,0,696,0,131,0,545,0,324,0,70,0,71,391,54837,597633,41,291,52375,0,0,0,0,0,0,0,0,0,0,0,0
TN,1/31/2021,13637,3255,1713,333389,242234,37654987,4983,259,32495,2815,0,1089,0,198,0,1916,0,539,0,90,0,51,515,77701,857263,39,383,61946,5895,37671,1553,0,0,0,0,0,0,0,0,0
TN,2/28/2021,10288,6447,3043,270419,218688,34151961,1,2,22740,1440,0,966,0,144,0,0,0,8,0,0,0,73,555,92172,691997,69,507,86412,0,0,0,0,0,0,0,0,0,0,0,0
TN,3/31/2021,8605,1075,1070,215811,197118,30627174,2990,402,23212,1410,0,1652,0,182,0,670,0,1056,0,101,0,40,589,94771,660389,21,347,56285,20275,24458,13065,0,0,0,0,0,0,0,0,0
TN,4/30/2021,9883,13264,1442,122674,99882,15229792,2558,4360,19623,1314,0,1398,0,144,0,654,0,915,0,75,0,156,2229,351779,501111,53,1716,278872,7143,35085,25305,0,0,0,0,0,0,0,0,0
TN,5/31/2021,5358,22894,5853,236953,181938,28463668,1359,7474,23315,1654,45,805,112,94,7,656,27,412,67,54,5,162,1855,256146,530145,27,912,129256,4297,35790,24149,0,0,0,0,0,0,0,0,0
TN,6/30/2021,5212,8097,3755,195327,204230,31938485,1151,2919,18045,1347,60,989,71,79,2,559,35,472,52,32,0,86,983,159191,486764,22,590,106656,2818,43999,22988,0,0,0,0,0,0,0,0,0
TN,7/31/2021,381,4121,1292,60753,65040,10081333,72,1443,11280,756,45,969,48,62,7,380,17,457,22,31,7,302,2473,404802,205407,197,1600,278253,937,17847,8207,0,0,0,0,0,0,0,0,0
TN,8/31/2021,1,0,862,18915,21538,3287552,1,0,4463,649,80,1065,46,104,1,258,40,437,26,48,0,408,6123,875473,147877,203,3464,535651,361,40072,23281,0,0,0,0,0,0,0,0,13080
TN,9/30/2021,0,0,1272,19960,32414,4863533,0,0,5083,973,114,1162,48,111,23,467,84,499,15,58,3,206,2580,375821,160357,109,1496,237598,446,45129,32406,0,0,0,0,0,0,0,0,3466
TN,10/31/2021,0,0,169,217,3190,491214,0,0,13,244,77,711,132,35,51,91,40,324,97,14,50,117,1701,253590,101256,55,704,96621,56,14940,8200,0,0,0,0,0,0,0,0,930
TN,11/30/2021,0,0,136,253,2516,411008,0,0,30,251,55,542,75,36,30,98,34,269,53,22,27,22,310,35339,77320,12,114,13170,31,18986,11660,0,0,0,0,0,0,0,0,9480
TN,12/31/2021,0,0,109,193,1665,280200,0,0,22,203,57,624,34,40,11,82,19,280,9,18,1,54,1397,205110,88928,37,999,140943,23,13437,8143,0,0,0,0,0,0,0,0,5460
TN,1/31/2022,0,0,102,28,2159,365287,0,0,40,230,131,765,50,72,5,106,79,332,31,38,2,66,1280,169523,102500,20,476,59398,27,42866,17758,0,0,0,0,0,0,0,0,3270
TN,2/28/2022,0,0,76,145,1992,319781,0,0,17,234,60,329,78,22,2,98,32,137,24,9,2,132,2467,377869,44284,39,1009,161675,20,26407,16152,0,0,0,0,0,0,0,0,2075
TN,3/31/2022,0,0,90,81,2363,383932,0,0,9,247,94,310,129,16,6,90,42,113,78,3,2,325,6199,869408,40869,71,1249,171532,25,258094,234486,0,0,0,0,0,0,0,0,14075
TN,4/30/2022,0,0,38,59,898,134456,0,0,0,203,65,365,93,27,17,85,35,153,52,15,15,321,7763,1091853,47627,72,1739,246220,6,117629,93880,0,0,0,0,0,0,0,0,9480
TN,5/31/2022,0,0,25,64,823,123257,0,0,1,160,95,406,64,23,14,63,29,146,31,4,0,281,5024,719428,52950,108,2383,357579,12,60006,41624,0,0,0,0,0,0,0,0,11855
TN,6/30/2022,0,0,24,85,603,98981,0,0,9,76,73,171,69,7,10,22,24,62,19,5,2,106,1148,170625,22372,52,754,102932,6,26463,12188,0,0,0,0,0,0,0,0,0
TN,7/31/2022,0,0,11,0,275,46881,0,0,0,64,22,108,80,9,21,27,10,51,21,3,10,80,399,52375,13786,27,166,23558,5,64896,48640,0,0,0,0,0,0,0,0,4328
TN,8/31/2022,0,0,15,43,289,53931,0,0,1,88,52,98,87,4,7,25,25,36,42,3,4,199,1348,199619,12595,68,446,66726,3,36572,21998,0,0,0,0,0,0,0,0,14643
TN,9/30/2022,0,0,7,0,230,37338,0,0,0,117,40,98,59,7,0,59,11,30,31,0,0,257,2418,316091,12514,74,632,87785,2,37223,23457,0,0,0,0,0,0,0,0,8640
TN,10/31/2022,0,0,7,0,217,31448,0,0,0,66,19,102,50,16,5,10,18,53,16,13,2,81,708,107487,13690,29,330,45653,4,44020,18869,0,0,0,0,0,0,0,0,7845
TN,11/30/2022,0,0,5,0,85,20324,0,0,0,43,24,57,41,2,0,19,6,9,22,0,0,58,502,65749,7691,40,430,56814,2,60824,43424,0,0,0,0,0,0,0,0,4960
TX,4/30/2020,380118,318336,154988,461184,479842,100656357,230712,191456,29433,153,0,0,0,0,0,108,0,0,0,0,0,128,266,43597,9600674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,5/31/2020,196597,187849,219001,1599314,1524982,320687394,132753,126839,83739,596,0,1,0,0,0,389,0,0,0,0,0,3008,7099,440407,7306263,2,9,475,0,0,0,0,0,0,0,0,0,0,0,0
TX,6/30/2020,140531,110193,124737,2098242,2019304,412855253,53676,52050,116835,144,0,4,0,0,0,104,0,3,0,0,0,3878,11748,43384,6865751,1,2,278,0,0,0,0,0,0,0,0,0,0,0,0
TX,7/31/2020,119111,76702,87620,2481318,2437229,497383571,3096,2196,139910,139,0,42,0,38,0,76,0,22,0,19,0,3470,13386,450798,7033501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,8/31/2020,82585,63104,69670,2455183,2344294,485561245,20457,16279,121762,566,1,64,0,45,0,473,1,62,0,44,0,6953,31479,878769,6145070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,9/30/2020,73091,17790,27852,2699575,2385540,494770505,13145,5278,203561,351,6,171,0,46,0,252,5,155,0,40,0,5587,29114,863174,6359817,1,17,3312,0,0,0,0,0,0,0,0,0,0,0,0
TX,10/31/2020,26093,8408,18858,2366640,2333928,485845974,6099,1759,209304,757,13,342,0,51,0,513,13,298,0,44,0,6091,38407,298630,4720919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,11/30/2020,26293,7074,18768,2345651,2058127,430797923,4922,2127,214160,277,19,237,10,49,0,178,9,176,9,37,0,9886,59795,110227,4675509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,12/31/2020,32778,9395,11084,2428963,2190575,461302894,4026,1685,587595,340,11,133,12,23,1,211,8,98,9,14,1,9554,56813,10562110,4809979,15,209,42591,0,381483,544,63,858,177801,1164,63,858,177801,1164,0
TX,1/31/2021,27808,7367,3989,1827997,1491924,315254471,790,328,987672,652,18,133,12,23,1,409,14,98,9,14,1,9678,39172,7736672,3697565,15,107,20713,0,439805,1439,67,1211,257286,10509,67,1211,257286,10509,0
TX,2/28/2021,18701,5033,4434,1774650,1533246,324178376,661,252,1056086,815,36,164,28,43,1,527,26,113,19,29,0,13676,122415,23527586,3400887,94,1226,257789,0,458512,276,29987,355061,72976955,43203,29987,355061,72976955,43203,0
TX,3/31/2021,28300,6485,5431,2025085,1655672,349745755,815,447,1235270,545,69,807,35,247,2,308,51,583,24,200,1,8919,53576,9960540,4127242,201,3347,687369,0,3069971,2534,552,10024,2055619,181487,552,10024,2055619,181487,0
TX,4/30/2021,18203,5233,5526,1685247,1458830,308829760,543,254,1027281,292,44,210,38,76,6,165,29,151,27,50,4,7518,91655,18551632,3247334,312,5379,1108433,0,4297178,2992,4818,126847,26109704,449657,4818,126847,26109704,449657,0
TX,5/31/2021,11349,3057,5061,1639665,1282346,271592299,449,192,959061,188,61,1055,35,310,2,108,48,670,27,212,2,11684,136016,28077460,3126422,64,1124,254788,0,8426545,9434,8867,252442,51602926,276263,8867,252442,51602926,276263,0
TX,6/30/2021,8627,2424,8480,1625582,1620246,342646551,511,206,956114,171,60,717,37,172,7,91,37,443,24,110,6,7844,86669,18606344,2993761,60,1289,277971,0,7140261,8758,7993,186813,38764427,220161,7993,186813,38764427,220161,0
TX,7/31/2021,675,468,2532,269438,386935,80369990,144,90,170986,114,76,842,26,230,2,64,51,549,19,144,2,5522,57449,13139900,576689,43,845,179365,0,2211522,14680,2084,60698,12704889,436654,2084,60698,12704889,436654,0
TX,8/31/2021,274,145,977,3762,60526,11926226,76,33,1556,97,58,591,56,119,8,66,43,415,35,79,5,116286,2383191,494057056,92704,67,1693,358010,0,359510345,28362,9856,370928,77111516,6144547,9856,370928,77111516,6144547,0
TX,9/30/2021,288,107,401,3603,27624,5800643,41,14,1147,131,44,732,29,117,7,74,30,529,19,81,2,130976,2764872,580071376,111912,83,1824,377048,0,479657778,102586,7959,283805,59661240,1205971,7959,283805,59661240,1205971,0
TX,10/31/2021,578,171,275,3002,17576,3871657,20,10,793,90,42,1942,29,42,3,55,27,930,20,36,2,2025,35999,7696973,277924,55,1193,240812,0,1410505,5723,3840,116407,24664836,487525,3840,116407,24664836,487525,0
TX,11/30/2021,185,84,156,2507,12755,2790034,18,8,739,40,36,2515,44,75,4,27,17,1961,19,57,3,1023,15050,3188047,349478,56,1141,235550,0,1100062,3114,869,25285,5296472,442157,869,25285,5296472,442157,0
TX,12/31/2021,130,55,142,1590,10558,2272403,16,4,483,57,60,1717,75,110,10,43,31,1167,54,82,7,6637,164551,33849037,238471,56,997,203656,0,732340,9476,199,5845,1218304,482951,199,5845,1218304,482951,0
TX,1/31/2022,73,16,68,1064,5649,1194429,5,1,247,63,50,2936,66,82,1,35,29,1794,46,53,0,658,8103,1583693,403495,70,1273,254737,0,625355,3569,48,1446,294399,412488,48,1446,294399,412488,0
TX,2/28/2022,28,8,55,891,4752,1036365,6,1,372,161,37,4581,59,84,2,104,20,2832,35,51,2,518,6937,1431648,627278,83,1610,336535,0,795053,13127,32,1099,226829,241947,32,1099,226829,241947,0
TX,3/31/2022,28,11,79,527,5344,1248388,6,2,165,159,45,3085,45,135,4,100,27,1932,30,84,3,529,7346,1489497,422464,152,3145,649579,0,1717693,23302,31,986,199938,333069,31,986,199938,333069,0
TX,4/30/2022,26,17,68,310,3437,752268,3,1,111,366,50,9530,47,101,3,238,32,6032,28,66,1,385,4761,981910,1302664,123,2412,500785,0,369559,14511,20,408,84936,353125,20,408,84936,353125,0
TX,5/31/2022,28,16,95,454,4568,994268,6,2,152,410,46,8840,48,152,4,288,24,5222,23,102,1,526,5741,1184171,1208608,176,3469,710106,0,848011,15033,17,482,98987,289245,17,482,98987,289245,0
TX,6/30/2022,16,7,33,378,3843,845216,3,1,86,223,68,3989,62,161,5,148,42,2560,33,112,3,552,6807,1392838,545649,256,4086,845341,0,722813,10403,17,454,91913,237964,17,454,91913,237964,0
TX,7/31/2022,11,6,29,152,2681,583387,1,0,7,170,52,4927,59,159,6,114,33,3096,38,118,5,286,4202,876380,673433,111,1812,384416,0,490644,19802,15,273,56211,204660,15,273,56211,204660,0
TX,8/31/2022,16,11,55,245,3388,760058,3,2,64,301,90,6634,67,222,5,196,63,4120,50,141,4,231,3346,690742,906775,85,1373,281492,0,570686,12516,20,403,83140,226890,20,403,83140,226890,0
TX,9/30/2022,15,8,36,117,2767,596602,3,1,40,339,95,6832,35,184,1,221,59,4107,25,117,1,213,3227,676129,933735,74,1346,274704,0,715426,21498,13,354,71435,244731,13,354,71435,244731,0
TX,10/31/2022,14,4,37,107,2600,559042,1,0,27,273,101,4953,66,201,7,184,69,3141,46,141,5,163,2417,514175,692105,76,1370,280418,0,434898,10425,15,370,75772,198149,15,370,75772,198149,0
UT,2/29/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT,3/31/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT,4/30/2020,17935,662,497,39623,2287,564611,5652,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT,5/31/2020,10414,5556,4574,89208,34622,8926170,2307,2636,15312,90,0,9,0,0,0,32,0,3,0,0,0,555,555,4349,576186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT,6/30/2020,7268,7269,2713,95087,80095,19867758,1516,3328,51400,368,0,45,0,6,0,119,0,9,0,1,0,59,59,13349,482202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT,7/31/2020,5772,2589,2852,87044,64277,15422504,1311,1227,31787,531,13,122,0,17,0,200,4,54,0,13,0,7210,7210,152652,440272,0,0,0,0,16392,0,0,0,0,0,0,0,0,0,0
UT,8/31/2020,3566,494,508,63580,34450,8450684,555,261,20745,522,8,240,11,113,1,309,1,73,4,39,0,1344,1344,337382,332794,44,44,9284,0,9019,0,0,0,0,0,0,0,0,0,0
UT,9/30/2020,3102,362,336,42703,21672,5398734,748,198,30440,494,15,377,5,201,1,318,1,131,0,63,0,657,657,171538,301157,0,0,0,0,4851,0,0,0,0,0,0,0,0,0,0
UT,10/31/2020,3051,409,308,35681,17170,4310267,710,226,35287,399,11,334,18,88,1,250,1,163,2,31,0,1056,1056,257984,245227,160,160,35800,0,4525,0,0,0,0,0,0,0,0,0,0
UT,11/30/2020,2785,436,249,29354,15784,3991198,670,196,17674,325,12,302,8,87,1,204,3,208,1,78,0,525,525,130428,215969,82,82,17302,0,5078,0,0,0,0,0,0,0,0,0,0
UT,12/31/2020,3775,367,228,29377,10971,2808616,1034,162,10133,224,6,315,13,107,2,185,3,253,4,103,1,1275,1275,306015,249221,291,291,64259,0,10333,0,0,0,0,0,0,0,0,0,0
UT,1/31/2021,7322,696,119,23849,4408,1111763,2195,471,17738,389,6,476,6,156,1,358,3,369,2,93,1,2183,2183,511162,374815,1180,1180,269033,0,4375,0,0,0,0,0,0,0,0,0,0
UT,2/28/2021,2319,894,114,17928,9049,2274419,538,626,14773,428,6,498,7,135,0,271,2,239,3,87,0,810,810,198620,215046,284,284,82852,0,8873,0,0,0,0,0,0,0,0,0,0
UT,3/31/2021,1830,507,147,14398,9886,2477648,445,338,12200,331,13,483,5,166,2,201,6,237,2,85,1,838,838,196482,189140,142,142,30782,0,6705,0,0,0,0,0,0,0,0,0,0
UT,4/30/2021,1590,258,66,13702,9667,2390578,331,183,5669,136,9,452,19,174,7,74,3,294,8,120,4,584,584,150148,168374,116,116,24476,0,847294,24885,4,4,844,0,4,4,844,0,4228
UT,5/31/2021,1087,295,62,13700,9876,2438235,243,215,6259,163,12,479,7,163,1,90,3,304,1,112,1,566,566,129241,159065,40,40,8440,0,115286,8045,0,0,0,0,0,0,0,0,0
UT,6/30/2021,799,161,51,10337,9363,2312388,203,91,9551,220,19,162,16,57,1,97,8,87,6,32,1,1822,1822,422779,78781,818,818,195686,0,125010,40313,0,0,0,0,0,0,0,0,6466
UT,7/31/2021,408,106,42,2431,2480,609825,60,59,1518,113,5,187,11,48,1,53,1,100,4,25,0,1136,1136,279171,57198,439,439,103193,0,125280,58684,0,0,0,0,0,0,0,0,0
UT,8/31/2021,2,57,25,936,1451,345451,2,21,274,72,16,204,6,48,0,24,9,83,2,20,0,367,367,76988,45174,1,1,211,0,61387,28246,0,0,0,0,0,0,0,0,0
UT,9/30/2021,2,21,10,325,478,105332,0,8,119,30,12,134,12,29,1,11,5,50,8,6,1,60,60,15239,29039,1,1,236,0,36015,6580,0,0,0,0,0,0,0,0,0
UT,10/31/2021,1,15,1,306,384,87349,1,11,256,21,3,32,14,7,1,11,1,15,6,5,0,202,685,184847,9565,108,333,108382,0,39028,14878,0,0,0,0,0,0,0,0,0
UT,11/30/2021,0,2,3,53,104,32685,0,1,53,49,3,11,5,2,0,14,0,5,1,1,0,221,1105,345230,3177,159,733,250203,0,95433,47227,0,0,0,0,0,0,0,0,2321
UT,12/31/2021,0,2,1,21,41,7656,0,0,43,47,5,33,2,5,0,17,2,10,0,2,0,74,423,97500,9180,37,224,51601,0,42381,29225,0,0,0,0,0,0,0,0,0
UT,1/31/2022,0,0,0,0,0,0,0,0,0,31,5,63,4,5,0,10,3,22,2,1,0,51,278,64697,16829,16,64,14143,0,27965,12308,0,0,0,0,0,0,0,0,0
UT,2/28/2022,0,1,0,3,8,1688,0,0,8,12,3,31,5,1,0,4,0,12,3,0,0,34,191,37372,8195,21,115,23077,0,27785,16231,0,0,0,0,0,0,0,0,0
UT,3/31/2022,0,0,0,0,1,106,0,0,0,22,4,22,4,2,0,3,1,4,0,0,0,9,53,9367,5853,1,10,2110,0,56894,45263,0,0,0,0,0,0,0,0,0
UT,4/30/2022,0,0,0,0,0,0,0,0,6,11,0,18,1,2,0,1,0,3,0,0,0,15,94,17762,4682,1,6,1266,0,42272,23493,0,0,0,0,0,0,0,0,0
UT,5/31/2022,1,0,0,0,0,0,1,0,2,22,2,10,2,1,0,17,0,2,1,0,0,173,1270,330896,2634,8,29,6799,0,23838,12121,0,0,0,0,0,0,0,0,9495
UT,6/30/2022,0,0,0,11,0,0,0,0,0,8,2,24,3,0,0,6,2,21,1,0,0,1,6,122,6294,0,0,0,0,19543,11367,4,4,844,0,0,0,0,0,211
UT,7/31/2022,0,1,0,0,11,2843,0,1,0,2,1,3,2,1,0,1,0,1,1,1,0,1,20,4220,766,0,0,0,0,17983,9195,20,20,4220,0,0,0,0,0,4220
UT,8/31/2022,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,306,0,0,0,0,12105,6031,0,0,0,0,0,0,0,0,533
UT,9/30/2022,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0,306,0,0,0,0,22673,8749,0,0,0,0,0,0,0,0,0
UT,10/31/2022,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,410,0,0,0,0,13371,6717,0,0,0,0,0,0,0,0,2308
UT,11/30/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12460,7861,0,0,0,0,0,0,0,0,211
VA,3/31/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,4/30/2020,68457,0,0,0,0,0,44734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3075175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,5/31/2020,68432,0,6568,1037848,954568,561824423,34380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5547704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,6/30/2020,52237,0,10398,1166236,1071025,705383125,22143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5126202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,7/31/2020,82411,0,26124,1629719,1465433,996902918,32019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6550821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,8/31/2020,17896,0,23575,987479,940763,195027132,6601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2741536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,9/30/2020,14323,0,23767,841381,785188,142892161,4456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2300453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,10/31/2020,16495,0,52843,814202,763629,131611607,4492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,4193,2224889,2172851,142,1420,739814,0,0,0,0,0,0,0,0,0,0,0,0
VA,11/30/2020,24167,0,25824,972211,914464,151227530,5460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,6895,3780673,2699760,493,5765,3151212,0,0,0,0,0,0,0,0,0,0,0,0
VA,12/31/2020,31163,0,120265,868668,878590,142857343,6476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3136,57406,28041220,2637659,3042,56096,27326205,0,0,0,0,0,0,0,0,0,0,0,0
VA,1/31/2021,12903,0,5509,615278,520664,157310782,3968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1536,26031,12117862,1616209,1455,25083,11616800,0,0,0,0,0,0,0,0,0,0,0,0
VA,2/28/2021,8012,0,151788,1226193,940143,390754715,2589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10038,22946,6834578,2814384,785,8250,3938165,0,0,0,0,0,0,0,0,0,0,0,0
VA,3/31/2021,13052,0,45442,976291,1034911,424091579,2513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42612,95468,53160318,2394073,955,12658,5889898,0,0,0,0,0,0,0,0,0,0,0,0
VA,4/30/2021,15634,0,43164,844931,666228,278644741,1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617,6303,2744346,2656390,32,481,197474,0,0,0,0,0,0,0,0,0,0,0,0
VA,5/31/2021,621,0,25304,585089,342572,139810686,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,3536,1356671,1545082,23,401,166259,0,0,0,0,0,0,0,0,0,0,0,0
VA,6/30/2021,570,0,21183,497945,278941,104385457,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,785,282548,1316158,4,67,30686,0,0,0,0,0,0,0,0,0,0,0,0
VA,7/31/2021,626,0,11112,306153,224494,69325798,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,2271,957886,634982,14,299,111709,0,0,0,0,0,0,0,0,0,0,0,0
VA,8/31/2021,787,0,58781,631596,376709,127745826,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,5456,2373455,1299149,34,502,237680,0,0,0,0,0,0,0,0,0,0,0,0
VA,9/30/2021,237,33,34564,311580,90542,31102213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,7064,3007796,637596,40,700,328254,0,0,0,0,0,0,0,0,0,0,0,0
VA,10/31/2021,17,0,2542,768589,26011,8423766,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,4985,2140735,2125282,25,393,153942,0,0,0,0,0,0,0,0,0,0,0,0
VA,11/30/2021,0,0,236,4570,1152,413908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,470,215454,12642,3,25,13550,0,0,0,0,0,0,0,0,0,0,0,0
VA,12/31/2021,1,15,4,0,349,64325,1,1,5017,0,0,0,0,0,0,0,0,0,0,0,0,219,424,71169,0,10,28,4724,0,651952,22216,0,0,0,0,0,0,0,0,0
VA,1/31/2022,1,31,9,26,4801,34502,0,0,19369,3,0,1,0,0,0,0,0,0,0,0,0,772,1579,251645,295,0,0,0,0,608,0,1,31,5451,0,1,31,5451,0,0
VA,2/28/2022,0,32,10,360,12491,384848,0,0,37126,89,0,4,0,0,0,0,0,0,0,0,0,1323,3713,598477,1837,0,0,0,0,574028,8000,0,0,0,0,0,0,0,0,0
VA,3/31/2022,2,16,46,388,3211,395754,0,0,88457,168,0,58,0,0,0,0,0,0,0,0,0,7099,127999,1700219,12107,2,9,1272,0,81553,35455,0,0,0,0,0,0,0,0,0
VA,4/30/2022,2,31,42,31,25040,531179,0,0,94756,250,0,152,0,0,0,0,0,0,0,0,0,4958,8563,1371368,23014,17,60,8115,0,324313,11146,0,0,0,0,0,0,0,0,95450
VA,5/31/2022,3,19,30,29,7510,809668,1,1,48963,40,0,270,0,2,0,0,0,0,0,0,0,1678,5491,871674,40774,48,154,21857,0,363020,278246,0,0,0,0,0,0,0,0,172360
VA,6/30/2022,10,78,27,84,3115,478541,0,0,70971,17,0,203,0,0,0,0,0,0,0,0,0,1610,9607,1566684,30895,35,96,13646,0,5945287,1203064,0,0,0,0,0,0,0,0,788948
VA,7/31/2022,1,15,15,254,6384,359597,1,1,90817,57,0,135,0,0,0,0,0,0,0,0,0,1595,9158,1497682,14977,3,14,1717,0,141420,0,0,0,0,0,0,0,0,0,949925
VA,8/31/2022,3,14,8,227,5377,188714,1,1,75150,29,0,190,0,2,0,0,0,0,0,0,0,1819,16639,2667525,21025,5,25,5019,0,127988,2148,0,0,0,0,0,0,0,0,447298
VA,9/30/2022,0,7,10,126,5353,100687,0,0,50865,14,0,137,0,2,0,0,0,0,0,0,0,1176,5910,952430,15056,6,78,16834,0,490866,515,0,0,0,0,0,0,0,0,197251
VA,10/31/2022,6,8,17,316,2459,170011,3,3,22144,0,0,75,0,0,0,0,0,0,0,0,0,332,2181,369157,11483,7,87,9450,0,594779,558330,0,0,0,0,0,0,0,0,157234
VA,11/30/2022,1,5,8,209,955,72756,1,1,12981,0,0,76,0,5,0,0,0,0,0,0,0,232,1806,297970,11390,13,122,19220,0,117321,50,0,0,0,0,0,0,0,0,180574
VI,1/31/2020,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VI,2/29/2020,66,66,0,0,0,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VI,3/31/2020,1039,1038,0,0,0,0,809,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VI,4/30/2020,1709,1694,0,0,0,0,1295,1288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VI,5/31/2020,284,276,0,0,0,0,233,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VI,6/30/2020,125,120,0,0,0,0,86,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VI,7/31/2020,66,62,14,0,228,62765,47,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VI,8/31/2020,125,120,0,0,0,0,86,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VI,9/30/2020,17,15,1746,0,14415,2945195,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4675,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VI,10/31/2020,25,9,1589,2,9744,1985835,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VI,11/30/2020,41,10,228,0,8347,1685866,30,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,748,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VI,12/31/2020,37,4,333,0,13672,2728313,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,187,2080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
